"vehicle_id","miles_used","color","engine_type","transmission_type","number_of_seats"
158957,,"Red","Gas","8-speed automatic",5
991910,,"Black","Gas","8-speed automatic",5
585450,,"Red","Gas","8-speed automatic",5
78687,,"Silver","Gas","8-speed automatic",5
62362,,"White","Gas","8-speed automatic",5
594431,,"Red","Gas","8-speed automatic",5
144310,,"Grey","Gas","8-speed automatic",5
312798,,"Grey","Gas","8-speed automatic",5
378179,38407,"White","Gas","8-speed automatic",5
294066,,"Silver","Gas","8-speed automatic",5
632760,,"White","Gas","8-speed automatic",5
797862,7728,"White","Gas","8-speed automatic",5
654619,,"Red","Gas","8-speed automatic",5
444623,,"Navy Blue","Gas","8-speed automatic",5
776760,,"White","Gas","8-speed automatic",5
409901,,"Navy Blue","Gas","8-speed automatic",5
933303,,"White","Gas","8-speed automatic",5
97929,,"White","Gas","8-speed automatic",5
231472,,"White","Gas","8-speed automatic",5
729328,,"Grey","Gas","8-speed automatic",5
373005,,"White","Gas","8-speed automatic",5
894081,,"Red","Gas","8-speed automatic",5
847960,,"Red","Gas","8-speed automatic",5
210207,,"Navy Blue","Gas","8-speed automatic",5
561128,,"White","Gas","8-speed automatic",5
203683,7263,"Red","Gas","8-speed automatic",5
804870,,"Red","Gas","8-speed automatic",5
779046,,"Red","Gas","8-speed automatic",5
614883,,"Black","Gas","8-speed automatic",5
918065,,"Grey","Gas","8-speed automatic",5
79351,54794,"Navy Blue","Gas","8-speed automatic",5
480221,,"Navy Blue","Gas","8-speed automatic",5
248539,,"Navy Blue","Gas","8-speed automatic",5
374425,,"Black","Gas","8-speed automatic",5
448873,,"Green","Gas","8-speed automatic",5
294870,,"Silver","Gas","8-speed automatic",5
768680,,"Red","Gas","8-speed automatic",5
587940,,"Black","Gas","8-speed automatic",5
806794,,"Red","Gas","8-speed automatic",5
91319,,"Black","Gas","8-speed automatic",5
182267,,"Silver","Gas","8-speed automatic",5
40623,,"White","Gas","8-speed automatic",5
904840,,"Red","Gas","8-speed automatic",5
132702,,"Navy Blue","Gas","8-speed automatic",5
399688,,"Red","Gas","8-speed automatic",5
756393,,"Grey","Gas","8-speed automatic",5
557975,31772,"White","Gas","8-speed automatic",5
352454,,"Red","Gas","8-speed automatic",5
369969,,"Navy Blue","Gas","8-speed automatic",5
777895,,"Black","Gas","8-speed automatic",5
616603,,"White","Gas","8-speed automatic",5
111187,,"White","Gas","8-speed automatic",5
773094,60141,"Silver","Gas","8-speed automatic",5
207448,,"Grey","Gas","8-speed automatic",5
677195,,"White","Gas","8-speed automatic",5
604838,,"Black","Gas","8-speed automatic",5
99137,,"Silver","Gas","8-speed automatic",5
182086,,"Black","Gas","8-speed automatic",5
204833,,"Black","Gas","8-speed automatic",5
667060,,"Red","Gas","8-speed automatic",5
171488,,"Silver","Gas","8-speed automatic",5
390696,,"Grey","Gas","8-speed automatic",5
999675,,"Red","Gas","8-speed automatic",5
438568,,"Navy Blue","Gas","8-speed automatic",5
866578,,"Navy Blue","Gas","8-speed automatic",5
612776,,"Silver","Gas","8-speed automatic",5
38780,,"Silver","Gas","8-speed automatic",5
939229,,"Black","Gas","8-speed automatic",5
741154,,"Red","Gas","8-speed automatic",5
850709,,"Red","Gas","8-speed automatic",5
656013,,"Green","Gas","8-speed automatic",5
362543,,"Black","Gas","8-speed automatic",5
858172,,"Red","Gas","8-speed automatic",5
396626,,"Red","Gas","8-speed automatic",5
888765,,"Red","Gas","8-speed automatic",5
331821,,"Red","Gas","8-speed automatic",5
499216,,"White","Gas","8-speed automatic",5
148395,,"White","Gas","8-speed automatic",5
120358,5416,"Red","Gas","8-speed automatic",5
469940,,"Green","Gas","8-speed automatic",5
759477,,"Black","Gas","8-speed automatic",5
177417,,"Black","Gas","8-speed automatic",5
396928,,"White","Gas","8-speed automatic",5
236712,,"Black","Gas","8-speed automatic",5
703683,70155,"Silver","Gas","8-speed automatic",5
962482,,"Grey","Gas","8-speed automatic",5
324394,,"White","Gas","8-speed automatic",5
171097,,"Red","Gas","8-speed automatic",5
921023,,"Silver","Gas","8-speed automatic",5
80880,,"Grey","Gas","8-speed automatic",5
647093,,"Red","Gas","8-speed automatic",5
345820,,"Navy Blue","Gas","8-speed automatic",5
998347,,"White","Gas","8-speed automatic",5
88962,,"Red","Gas","8-speed automatic",5
903533,19341,"Black","Gas","8-speed automatic",5
264127,,"Black","Gas","8-speed automatic",5
172078,,"Black","Gas","8-speed automatic",5
305581,,"Black","Gas","8-speed automatic",5
762291,,"Grey","Gas","8-speed automatic",5
50159,,"White","Gas","8-speed automatic",5
500397,,"Red","Gas","8-speed automatic",5
56876,,"Navy Blue","Gas","8-speed automatic",5
417620,,"Grey","Gas","8-speed automatic",5
202213,,"Black","Gas","8-speed automatic",5
245304,,"Navy Blue","Gas","8-speed automatic",5
354474,,"Black","Gas","8-speed automatic",5
599348,,"Red","Gas","8-speed automatic",5
183940,,"Red","Gas","8-speed automatic",5
158633,,"White","Gas","8-speed automatic",5
731474,,"Red","Gas","8-speed automatic",5
665305,,"Grey","Gas","8-speed automatic",5
733480,,"Black","Gas","8-speed automatic",5
297891,9417,"Silver","Gas","8-speed automatic",5
14355,,"Black","Gas","8-speed automatic",5
228999,,"Black","Gas","8-speed automatic",5
935951,,"Black","Gas","8-speed automatic",5
2895,12231,"Navy Blue","Gas","8-speed automatic",5
737514,,"Red","Gas","8-speed automatic",5
530758,10739,"Silver","Gas","8-speed automatic",5
266899,6344,"Grey","Gas","8-speed automatic",5
831662,,"White","Gas","8-speed automatic",5
751540,,"Grey","Gas","8-speed automatic",5
574852,,"White","Gas","8-speed automatic",5
296732,,"Black","Gas","8-speed automatic",5
349424,,"Navy Blue","Gas","8-speed automatic",5
245153,,"Black","Gas","8-speed automatic",5
907565,,"Black","Gas","8-speed automatic",5
181760,,"Silver","Gas","8-speed automatic",5
284155,,"Red","Gas","8-speed automatic",5
705176,,"Black","Gas","8-speed automatic",5
651211,,"Red","Gas","8-speed automatic",5
388226,,"Grey","Gas","8-speed automatic",5
325551,61966,"White","Gas","8-speed automatic",5
600042,,"Silver","Gas","8-speed automatic",5
994732,,"Silver","Gas","8-speed automatic",5
940828,,"Red","Gas","8-speed automatic",5
839104,,"Grey","Gas","8-speed automatic",5
356614,,"Navy Blue","Gas","8-speed automatic",5
40837,,"Navy Blue","Gas","8-speed automatic",5
604437,,"Red","Gas","8-speed automatic",5
168648,,"Silver","Gas","8-speed automatic",5
665151,71505,"White","Gas","8-speed automatic",5
523350,,"Silver","Gas","8-speed automatic",5
304915,,"Black","Gas","8-speed automatic",5
609842,26956,"Black","Gas","8-speed automatic",5
662343,63948,"Green","Gas","8-speed automatic",5
100674,45739,"Red","Gas","8-speed automatic",5
904849,,"Red","Gas","8-speed automatic",5
243061,,"Green","Gas","8-speed automatic",5
787834,,"Grey","Gas","8-speed automatic",5
548768,,"Black","Gas","8-speed automatic",5
28921,61942,"Silver","Gas","8-speed automatic",5
494140,,"Red","Gas","8-speed automatic",5
551666,,"Black","Gas","8-speed automatic",5
998002,52417,"Red","Gas","8-speed automatic",5
343343,,"Red","Gas","8-speed automatic",5
12369,32329,"Black","Gas","8-speed automatic",5
352464,,"Navy Blue","Gas","8-speed automatic",5
367454,,"Black","Gas","8-speed automatic",5
855609,,"Red","Gas","8-speed automatic",5
528949,,"Navy Blue","Gas","8-speed automatic",5
668059,,"Grey","Gas","8-speed automatic",5
206478,,"White","Gas","8-speed automatic",5
429006,,"Grey","Gas","8-speed automatic",5
152951,,"White","Gas","8-speed automatic",5
262318,,"Black","Gas","8-speed automatic",5
866148,,"White","Gas","8-speed automatic",5
59037,,"Red","Gas","8-speed automatic",5
67593,,"Silver","Gas","8-speed automatic",5
259382,,"Navy Blue","Gas","8-speed automatic",5
662579,,"Red","Gas","8-speed automatic",5
277369,,"Black","Gas","8-speed automatic",5
288658,,"Black","Gas","8-speed automatic",5
90894,,"Grey","Gas","8-speed automatic",5
96866,17330,"Navy Blue","Gas","8-speed automatic",5
567767,58966,"White","Gas","8-speed automatic",5
167485,,"White","Gas","8-speed automatic",5
319139,,"Black","Gas","8-speed automatic",5
922699,77721,"Red","Gas","8-speed automatic",5
608894,,"Silver","Gas","8-speed automatic",5
218649,,"Black","Gas","8-speed automatic",5
972935,,"Navy Blue","Gas","8-speed automatic",5
776386,,"Navy Blue","Gas","8-speed automatic",5
784105,,"Red","Gas","8-speed automatic",5
145923,,"Red","Gas","8-speed automatic",5
33687,14274,"White","Gas","8-speed automatic",5
830850,,"Black","Gas","8-speed automatic",5
915186,,"Navy Blue","Gas","8-speed automatic",5
128181,,"Grey","Gas","8-speed automatic",5
500078,,"White","Gas","8-speed automatic",5
159874,,"Silver","Gas","8-speed automatic",5
31206,63479,"Red","Gas","8-speed automatic",5
517690,,"Silver","Gas","8-speed automatic",5
420241,,"Red","Gas","8-speed automatic",5
407990,,"Silver","Gas","8-speed automatic",5
329686,,"White","Gas","8-speed automatic",5
258908,,"Red","Gas","8-speed automatic",5
294021,,"White","Gas","8-speed automatic",5
201326,,"Red","Gas","8-speed automatic",5
207893,,"Silver","Gas","8-speed automatic",5
179100,,"Grey","Gas","8-speed automatic",5
90637,,"Green","Gas","8-speed automatic",5
602501,,"Red","Gas","8-speed automatic",5
154252,,"Black","Gas","8-speed automatic",5
291699,23266,"Red","Gas","8-speed automatic",5
229952,,"White","Gas","8-speed automatic",5
318392,50535,"Navy Blue","Gas","8-speed automatic",5
780002,22446,"White","Gas","8-speed automatic",5
724964,,"Black","Gas","8-speed automatic",5
238892,,"Grey","Gas","8-speed automatic",5
487172,,"Black","Gas","8-speed automatic",5
659904,,"Grey","Gas","8-speed automatic",5
137565,,"Silver","Gas","8-speed automatic",5
939240,46518,"White","Gas","8-speed automatic",5
780280,,"Grey","Gas","8-speed automatic",5
202997,,"Silver","Gas","8-speed automatic",5
724451,,"Black","Gas","8-speed automatic",5
460140,,"Red","Gas","8-speed automatic",5
772297,,"Black","Gas","8-speed automatic",5
886583,21938,"Silver","Gas","8-speed automatic",5
627476,,"Silver","Gas","8-speed automatic",5
530516,,"Red","Gas","8-speed automatic",5
584896,,"Navy Blue","Gas","8-speed automatic",5
947193,,"Red","Gas","8-speed automatic",5
391593,,"Navy Blue","Gas","8-speed automatic",5
810305,11545,"Black","Gas","8-speed automatic",5
136139,,"White","Gas","8-speed automatic",5
188076,,"White","Gas","8-speed automatic",5
660636,,"Black","Gas","8-speed automatic",5
652142,,"Navy Blue","Gas","8-speed automatic",5
61926,,"Red","Gas","8-speed automatic",5
60387,,"Black","Gas","8-speed automatic",5
452902,,"Black","Gas","8-speed automatic",5
865251,,"Black","Gas","8-speed automatic",5
361672,,"Silver","Gas","8-speed automatic",5
351330,,"Grey","Gas","8-speed automatic",5
158718,,"Grey","Gas","8-speed automatic",5
347434,,"Red","Gas","8-speed automatic",5
227452,,"Red","Gas","8-speed automatic",5
833840,,"Red","Gas","8-speed automatic",5
880439,,"White","Gas","8-speed automatic",5
836010,,"White","Gas","8-speed automatic",5
684292,57826,"Black","Gas","8-speed automatic",5
475961,,"Grey","Gas","8-speed automatic",5
476067,,"White","Gas","8-speed automatic",5
463008,,"Red","Gas","8-speed automatic",5
936219,32150,"Grey","Gas","8-speed automatic",5
631500,,"Grey","Gas","8-speed automatic",5
169267,,"Black","Gas","8-speed automatic",5
421799,,"Grey","Gas","8-speed automatic",5
749132,,"Red","Gas","8-speed automatic",5
51910,,"Red","Gas","8-speed automatic",5
497656,,"Red","Gas","8-speed automatic",5
584427,,"Red","Gas","8-speed automatic",5
20670,,"Black","Gas","8-speed automatic",5
38499,,"Red","Gas","8-speed automatic",5
217587,,"White","Gas","8-speed automatic",5
742361,,"Black","Gas","8-speed automatic",5
698892,,"Navy Blue","Gas","8-speed automatic",5
690016,,"Red","Gas","8-speed automatic",5
958946,,"Grey","Gas","8-speed automatic",5
763765,23074,"Navy Blue","Gas","8-speed automatic",5
55235,,"Navy Blue","Gas","8-speed automatic",5
100569,,"White","Gas","8-speed automatic",5
548905,,"White","Gas","8-speed automatic",5
151809,16138,"Grey","Gas","8-speed automatic",5
211010,,"Black","Gas","8-speed automatic",5
840345,19575,"Silver","Gas","8-speed automatic",5
224883,,"Red","Gas","8-speed automatic",5
759716,,"Black","Gas","8-speed automatic",5
39711,,"Grey","Gas","8-speed automatic",5
965107,,"Red","Gas","8-speed automatic",5
231574,,"Red","Gas","8-speed automatic",5
201676,,"White","Gas","8-speed automatic",5
96354,,"Black","Gas","8-speed automatic",5
343941,,"Silver","Gas","8-speed automatic",5
869020,,"White","Gas","8-speed automatic",5
660586,,"Silver","Gas","8-speed automatic",5
521203,,"Navy Blue","Gas","8-speed automatic",5
485647,,"Navy Blue","Gas","8-speed automatic",5
229292,,"White","Gas","8-speed automatic",5
423153,,"Silver","Gas","8-speed automatic",5
366416,,"Red","Gas","8-speed automatic",5
709198,,"Grey","Gas","8-speed automatic",5
634621,,"White","Gas","8-speed automatic",5
6288,,"Black","Gas","8-speed automatic",5
808285,,"Black","Gas","8-speed automatic",5
54779,,"Red","Gas","8-speed automatic",5
965545,,"Black","Gas","8-speed automatic",5
840456,,"White","Gas","8-speed automatic",5
402803,,"Navy Blue","Gas","8-speed automatic",5
555127,,"Black","Gas","8-speed automatic",5
786517,,"White","Gas","8-speed automatic",5
385179,,"Black","Gas","8-speed automatic",5
863892,,"Black","Gas","8-speed automatic",5
302370,,"Black","Gas","8-speed automatic",5
439484,,"White","Gas","8-speed automatic",5
152073,,"Black","Gas","8-speed automatic",5
467330,,"Silver","Gas","8-speed automatic",5
556037,21773,"Grey","Gas","8-speed automatic",5
82435,69601,"Silver","Gas","8-speed automatic",5
836121,,"Silver","Gas","8-speed automatic",5
777506,,"White","Gas","8-speed automatic",5
130349,,"Red","Gas","8-speed automatic",5
440040,,"White","Gas","8-speed automatic",5
367561,,"White","Gas","8-speed automatic",5
59517,,"Black","Gas","8-speed automatic",5
723831,,"White","Gas","8-speed automatic",5
731886,,"Silver","Gas","8-speed automatic",5
931239,28353,"Red","Gas","8-speed automatic",5
153854,76900,"White","Gas","8-speed automatic",5
985877,,"Grey","Gas","8-speed automatic",5
924325,8321,"White","Gas","8-speed automatic",5
288431,,"Silver","Gas","8-speed automatic",5
819392,,"Red","Gas","8-speed automatic",5
817255,,"Green","Gas","8-speed automatic",5
885232,,"Black","Gas","8-speed automatic",5
194833,,"Grey","Gas","8-speed automatic",5
74836,,"Navy Blue","Gas","8-speed automatic",5
904535,,"Silver","Gas","8-speed automatic",5
478014,,"Red","Gas","8-speed automatic",5
299487,,"Red","Gas","8-speed automatic",5
976791,,"Red","Gas","8-speed automatic",5
707043,,"Red","Gas","8-speed automatic",5
365854,,"Silver","Gas","8-speed automatic",5
163863,,"Red","Gas","8-speed automatic",5
610558,72153,"Black","Gas","8-speed automatic",5
282381,,"Navy Blue","Gas","8-speed automatic",5
72801,,"Silver","Gas","8-speed automatic",5
313747,,"Black","Gas","8-speed automatic",5
128865,,"Navy Blue","Gas","8-speed automatic",5
939396,12226,"Grey","Gas","8-speed automatic",5
495493,19757,"White","Gas","8-speed automatic",5
873903,33112,"Red","Gas","8-speed automatic",5
327746,,"Red","Gas","8-speed automatic",5
436753,,"Red","Gas","8-speed automatic",5
532492,,"Black","Gas","8-speed automatic",5
8818,,"Navy Blue","Gas","8-speed automatic",5
355755,,"Navy Blue","Gas","8-speed automatic",5
177512,,"White","Gas","8-speed automatic",5
577707,49590,"Red","Gas","8-speed automatic",5
820809,67335,"Silver","Gas","8-speed automatic",5
910539,,"Red","Gas","8-speed automatic",5
81615,,"Black","Gas","8-speed automatic",5
280586,,"Black","Gas","8-speed automatic",5
477204,13956,"Navy Blue","Gas","8-speed automatic",5
646115,,"Black","Gas","8-speed automatic",5
941478,,"Red","Gas","8-speed automatic",5
517695,,"White","Gas","8-speed automatic",5
305969,,"White","Gas","8-speed automatic",5
878078,15670,"Black","Gas","8-speed automatic",5
522379,,"Red","Gas","8-speed automatic",5
475593,,"White","Gas","8-speed automatic",5
128832,,"White","Gas","8-speed automatic",5
533138,,"Navy Blue","Gas","8-speed automatic",5
413022,,"Black","Gas","8-speed automatic",5
448099,,"Black","Gas","8-speed automatic",5
444222,,"White","Gas","8-speed automatic",5
437302,,"Black","Gas","8-speed automatic",5
766126,,"White","Gas","8-speed automatic",5
103344,,"Black","Gas","8-speed automatic",5
373489,,"Navy Blue","Gas","8-speed automatic",5
998492,21968,"Navy Blue","Gas","8-speed automatic",5
750763,,"Black","Gas","8-speed automatic",5
565963,,"Black","Gas","8-speed automatic",5
581192,79182,"Black","Gas","8-speed automatic",5
649451,,"White","Gas","8-speed automatic",5
122486,,"Navy Blue","Gas","8-speed automatic",5
264385,,"Red","Gas","8-speed automatic",5
3358,,"Red","Gas","8-speed automatic",5
523411,,"Black","Gas","8-speed automatic",5
66567,,"Red","Gas","8-speed automatic",5
